,episode,return,algo
545,816000.0,149.17995350055153,teacher policy
546,819000.0,298.73484232392553,teacher policy
547,819000.0,153.89104193054052,teacher policy
548,822000.0,300.90151144424385,teacher policy
549,822000.0,158.85756923646096,teacher policy
550,825000.0,302.8256992329371,teacher policy
551,825000.0,163.18178015641925,teacher policy
552,828000.0,305.0036182316768,teacher policy
553,828000.0,167.51854860602523,teacher policy
554,831000.0,307.1319992361839,teacher policy
555,831000.0,171.76943068566254,teacher policy
556,834000.0,308.91532055517115,teacher policy
557,834000.0,176.3624044987071,teacher policy
558,837000.0,311.07813780129425,teacher policy
559,837000.0,174.22722138065677,teacher policy
560,840000.0,312.7638736292527,teacher policy
561,840000.0,178.4714745604655,teacher policy
562,843000.0,314.6965929828395,teacher policy
563,843000.0,177.43878762296714,teacher policy
564,846000.0,310.91596983900297,teacher policy
565,846000.0,181.84377529824218,teacher policy
566,849000.0,312.97530119905883,teacher policy
567,849000.0,186.17578467997265,teacher policy
568,852000.0,314.43662708425734,teacher policy
569,852000.0,182.5723617598107,teacher policy
570,855000.0,311.82424540316794,teacher policy
571,855000.0,187.03325522285667,teacher policy
572,858000.0,314.0017467011593,teacher policy
573,858000.0,191.4331064758214,teacher policy
574,861000.0,315.9315896968236,teacher policy
575,861000.0,195.49304358946904,teacher policy
576,864000.0,317.47378553960584,teacher policy
577,864000.0,191.66178821694723,teacher policy
578,867000.0,319.15179273896996,teacher policy
579,867000.0,195.8912654653036,teacher policy
580,870000.0,321.06911210879997,teacher policy
581,870000.0,199.60159872533347,teacher policy
582,873000.0,322.5974179769756,teacher policy
583,873000.0,197.92028969317911,teacher policy
584,876000.0,319.0243532081343,teacher policy
585,876000.0,196.36109875832432,teacher policy
586,879000.0,313.1882116945087,teacher policy
587,879000.0,200.40905256440783,teacher policy
588,882000.0,315.25598798796227,teacher policy
589,882000.0,204.53593926214313,teacher policy
590,885000.0,311.28203880620595,teacher policy
591,885000.0,208.57302870443934,teacher policy
592,888000.0,313.0884469802771,teacher policy
593,888000.0,212.44434767136616,teacher policy
594,891000.0,315.0055824596169,teacher policy
595,891000.0,216.30903005387634,teacher policy
596,894000.0,316.5580739598386,teacher policy
597,894000.0,219.78738009244725,teacher policy
598,897000.0,318.2919216359153,teacher policy
599,897000.0,223.24623454137958,teacher policy
600,900000.0,319.994335156322,teacher policy
601,900000.0,218.86612048897973,teacher policy
602,903000.0,321.6146211826877,teacher policy
603,903000.0,222.6430302569345,teacher policy
604,906000.0,323.0118148430183,teacher policy
605,906000.0,226.02527035980364,teacher policy
606,909000.0,324.53645464479075,teacher policy
607,909000.0,229.55751580709975,teacher policy
608,912000.0,326.27315414076213,teacher policy
609,912000.0,227.39862165550852,teacher policy
610,915000.0,320.44898759725356,teacher policy
611,915000.0,230.83085307982023,teacher policy
612,918000.0,316.99773176803797,teacher policy
613,918000.0,234.10216997818478,teacher policy
614,921000.0,318.85781131236473,teacher policy
615,921000.0,237.75179711084766,teacher policy
616,924000.0,314.822780444699,teacher policy
617,924000.0,241.44712982097448,teacher policy
618,927000.0,316.89808508971123,teacher policy
619,927000.0,244.39656063764093,teacher policy
620,930000.0,318.39431528244825,teacher policy
621,930000.0,239.6223519590678,teacher policy
622,933000.0,319.88293776586175,teacher policy
623,933000.0,237.1887226689099,teacher policy
624,936000.0,316.9912776982886,teacher policy
625,936000.0,235.76662347798288,teacher policy
626,939000.0,319.0297291218619,teacher policy
627,939000.0,239.23650035900917,teacher policy
628,942000.0,320.7670868099325,teacher policy
629,942000.0,237.74158678859655,teacher policy
630,945000.0,317.5285459923129,teacher policy
631,945000.0,236.32810392977774,teacher policy
632,948000.0,319.3198567863338,teacher policy
633,948000.0,234.2069730645611,teacher policy
634,951000.0,320.7581440988493,teacher policy
635,951000.0,237.61022251928551,teacher policy
636,954000.0,318.03291789289773,teacher policy
637,954000.0,233.06645297490567,teacher policy
638,957000.0,315.606526807989,teacher policy
639,957000.0,231.85487840149153,teacher policy
640,960000.0,317.35374807846983,teacher policy
641,960000.0,229.7114605285911,teacher policy
642,963000.0,319.1507282926817,teacher policy
643,963000.0,228.66896853115404,teacher policy
644,966000.0,315.91751879579783,teacher policy
645,966000.0,226.55030469855586,teacher policy
646,969000.0,317.4209799433194,teacher policy
